Metric,Phase 1 Stable (2011-2015),Phase 2 Growth (2016-2019),Phase 3 Pandemic (2020-2021),Phase 4 Acceleration (2022-2026)
Mean_Error,2.43714608731655,2.54567083163365,-8.53089574262932,2.89801477378097
MAE,28.614561221384,21.4861075443803,24.4863168288218,58.1221756005951
MSE,1402.94797760664,714.850733082027,994.298560093811,5290.73266937044
MAPE (%),2.77260713116624,1.49927601099035,1.2236097333665,2.25563030280844
Correlation,0.576660910729184,0.99571924233302,0.921392980786151,0.96111884588301
r_square,0.325080710636679,0.990785955266597,0.818595380594132,0.923567509814618
STD_Error,37.691993888318,26.8968771693445,31.0094915834917,73.4175518394849
CV(%),4.46339266712571,19.1050007617834,3.77591397486319,10.2115523090156
